"sound.files","selec","start","end","top.freq","bottom.freq"
"house_wren_male_female_duet.wav",1,0.356582588,2.409186932,20.8104,0.864
"house_wren_male_female_duet.wav",2,2.475744704,4.074615456,20.5474,2.329
